TaskID,OriginalRegion,NewRegion,OriginalStartHour,NewStartHour,EstimatedEnergySaving_CNY,Scenario,Iteration
46041,RegionE,RegionB,25.0,25.0,6036.657133333325,Pareto_E1_Q2_联合协调,3
42861,RegionE,RegionD,2033.0,2030.0,6033.390200000256,Pareto_E1_Q2_联合协调,3
22081,RegionF,RegionD,1266.0,1266.0,6033.235516266576,Pareto_E1_Q2_联合协调,3
41644,RegionF,RegionE,746.0,746.0,6027.639456000001,Pareto_E1_Q2_联合协调,3
3682,RegionE,RegionD,675.0,675.0,6008.256355320218,Pareto_E1_Q2_联合协调,3
38977,RegionE,RegionD,240.0,243.0,6007.647999999996,Pareto_E1_Q2_联合协调,3
11997,RegionF,RegionB,1673.0,1673.0,5992.63947520039,Pareto_E1_Q2_联合协调,3
4841,RegionE,RegionB,2084.0,2084.0,5989.370399999911,Pareto_E1_Q2_联合协调,3
94,RegionE,RegionD,1946.0,1946.0,5989.14,Pareto_E1_Q2_联合协调,3
9628,RegionE,RegionF,617.0,613.0,5981.671666666634,Pareto_E1_Q2_联合协调,3
14561,RegionE,RegionF,1174.0,1174.0,5980.331199999812,Pareto_E1_Q2_联合协调,3
17718,RegionD,RegionD,235.0,243.0,5966.623402666697,Pareto_E1_Q2_联合协调,3
42684,RegionF,RegionD,570.0,570.0,5955.328026666746,Pareto_E1_Q2_联合协调,3
11083,RegionF,RegionE,2137.0,2137.0,5952.744000000001,Pareto_E1_Q2_联合协调,3
46820,RegionE,RegionF,1148.0,1148.0,5951.7206666666825,Pareto_E1_Q2_联合协调,3
17508,RegionE,RegionD,1971.0,1971.0,5933.833000000159,Pareto_E1_Q2_联合协调,3
35710,RegionD,RegionC,1170.0,1170.0,5931.658239999949,Pareto_E1_Q2_联合协调,3
40153,RegionF,RegionD,1275.0,1275.0,5925.726528000001,Pareto_E1_Q2_联合协调,3
38660,RegionE,RegionF,333.0,333.0,5919.303000000059,Pareto_E1_Q2_联合协调,3
1187,RegionE,RegionB,980.0,980.0,5918.9034666666485,Pareto_E1_Q2_联合协调,3
40175,RegionF,RegionF,2225.0,2220.0,5911.153024000525,Pareto_E1_Q2_联合协调,3
13604,RegionE,RegionB,960.0,960.0,5909.054999999912,Pareto_E1_Q2_联合协调,3
21004,RegionD,RegionD,524.0,513.0,5904.503807999935,Pareto_E1_Q2_联合协调,3
48454,RegionE,RegionE,981.0,988.0,5862.63766666674,Pareto_E1_Q2_联合协调,3
17041,RegionE,RegionA,281.0,279.0,5849.704166666596,Pareto_E1_Q2_联合协调,3
2757,RegionE,RegionD,715.0,715.0,5849.033400000077,Pareto_E1_Q2_联合协调,3
30232,RegionE,RegionF,666.0,666.0,5848.773333333227,Pareto_E1_Q2_联合协调,3
44519,RegionE,RegionA,1648.0,1644.0,5845.279999999667,Pareto_E1_Q2_联合协调,3
16063,RegionF,RegionE,453.0,452.0,5829.592540266685,Pareto_E1_Q2_联合协调,3
9683,RegionF,RegionD,262.0,268.0,5821.992115200012,Pareto_E1_Q2_联合协调,3
32350,RegionE,RegionF,1314.0,1314.0,5808.013333333439,Pareto_E1_Q2_联合协调,3
20894,RegionE,RegionE,665.0,660.0,5807.566066666626,Pareto_E1_Q2_联合协调,3
37323,RegionE,RegionA,119.0,119.0,5803.660800000012,Pareto_E1_Q2_联合协调,3
28509,RegionF,RegionD,2138.0,2138.0,5794.00416,Pareto_E1_Q2_联合协调,3
8181,RegionE,RegionD,796.0,796.0,5791.24,Pareto_E1_Q2_联合协调,3
34676,RegionF,RegionD,695.0,681.0,5791.102463999946,Pareto_E1_Q2_联合协调,3
38796,RegionF,RegionE,1364.0,1364.0,5786.026155466962,Pareto_E1_Q2_联合协调,3
49825,RegionE,RegionF,837.0,837.0,5782.170533333327,Pareto_E1_Q2_联合协调,3
17114,RegionF,RegionD,1227.0,1227.0,5751.612576000219,Pareto_E1_Q2_联合协调,3
30725,RegionE,RegionC,1655.0,1655.0,5745.976000000133,Pareto_E1_Q2_联合协调,3
11304,RegionD,RegionD,2396.0,2383.0,5736.575700172138,Pareto_E1_Q2_联合协调,3
28410,RegionE,RegionD,1433.0,1433.0,5722.54320000024,Pareto_E1_Q2_联合协调,3
28055,RegionF,RegionB,1463.0,1463.0,5718.706672800112,Pareto_E1_Q2_联合协调,3
9776,RegionE,RegionD,290.0,290.0,5716.83,Pareto_E1_Q2_联合协调,3
21265,RegionF,RegionF,2061.0,2070.0,5715.415611732909,Pareto_E1_Q2_联合协调,3
43178,RegionD,RegionE,1170.0,1165.0,5712.29880320018,Pareto_E1_Q2_联合协调,3
46151,RegionE,RegionF,818.0,821.0,5710.140800000024,Pareto_E1_Q2_联合协调,3
41206,RegionF,RegionF,1050.0,1045.0,5709.264205866711,Pareto_E1_Q2_联合协调,3
24067,RegionF,RegionC,2228.0,2228.0,5707.249139200065,Pareto_E1_Q2_联合协调,3
29710,RegionE,RegionD,1342.0,1347.0,5705.399999999999,Pareto_E1_Q2_联合协调,3
7336,RegionF,RegionD,1632.0,1632.0,5702.822562666705,Pareto_E1_Q2_联合协调,3
47353,RegionE,RegionB,1985.0,1981.0,5693.3749999997935,Pareto_E1_Q2_联合协调,3
8805,RegionE,RegionD,1944.0,1944.0,5693.071466666702,Pareto_E1_Q2_联合协调,3
46973,RegionF,RegionD,713.0,706.0,5687.626419999848,Pareto_E1_Q2_联合协调,3
36039,RegionF,RegionD,118.0,118.0,5685.489263999991,Pareto_E1_Q2_联合协调,3
26580,RegionF,RegionD,1364.0,1364.0,5683.3034754667215,Pareto_E1_Q2_联合协调,3
41155,RegionE,RegionD,2331.0,2331.0,5676.6,Pareto_E1_Q2_联合协调,3
2471,RegionF,RegionF,24.0,28.0,5657.9769999999935,Pareto_E1_Q2_联合协调,3
26252,RegionF,RegionD,641.0,639.0,5657.821213333222,Pareto_E1_Q2_联合协调,3
22862,RegionE,RegionD,122.0,122.0,5642.448,Pareto_E1_Q2_联合协调,3
9465,RegionE,RegionB,1990.0,1990.0,5630.184999999916,Pareto_E1_Q2_联合协调,3
40536,RegionE,RegionF,2372.0,2372.0,5627.243999999269,Pareto_E1_Q2_联合协调,3
44128,RegionF,RegionD,2008.0,2010.0,5618.271110400213,Pareto_E1_Q2_联合协调,3
48015,RegionE,RegionA,262.0,262.0,5604.513000000006,Pareto_E1_Q2_联合协调,3
47853,RegionE,RegionD,1149.0,1149.0,5593.61200000015,Pareto_E1_Q2_联合协调,3
12828,RegionF,RegionF,1628.0,1637.0,5571.873709333555,Pareto_E1_Q2_联合协调,3
5107,RegionE,RegionE,687.0,685.0,5570.0925,Pareto_E1_Q2_联合协调,3
38577,RegionF,RegionD,690.0,690.0,5549.806528000023,Pareto_E1_Q2_联合协调,3
41053,RegionE,RegionE,840.0,845.0,5547.079999999911,Pareto_E1_Q2_联合协调,3
4825,RegionD,RegionE,234.0,229.0,5530.395238399934,Pareto_E1_Q2_联合协调,3
46309,RegionF,RegionF,1051.0,1044.0,5524.411608000173,Pareto_E1_Q2_联合协调,3
40119,RegionF,RegionD,1605.0,1605.0,5514.810611200436,Pareto_E1_Q2_联合协调,3
25083,RegionF,RegionA,137.0,136.0,5513.853945599993,Pareto_E1_Q2_联合协调,3
46495,RegionF,RegionD,2226.0,2220.0,5508.151069866311,Pareto_E1_Q2_联合协调,3
27713,RegionF,RegionF,2397.0,2387.0,5504.594121599891,Pareto_E1_Q2_联合协调,3
14112,RegionE,RegionD,0.0,0.0,5503.348799999999,Pareto_E1_Q2_联合协调,3
12936,RegionE,RegionD,2162.0,2162.0,5502.340000000086,Pareto_E1_Q2_联合协调,3
35023,RegionF,RegionD,476.0,476.0,5496.863445333337,Pareto_E1_Q2_联合协调,3
12923,RegionE,RegionD,95.0,95.0,5489.796666666662,Pareto_E1_Q2_联合协调,3
758,RegionE,RegionE,334.0,341.0,5487.7283999999245,Pareto_E1_Q2_联合协调,3
84,RegionE,RegionF,2.0,2.0,5474.951999999999,Pareto_E1_Q2_联合协调,3
43909,RegionF,RegionB,1242.0,1242.0,5471.972969333199,Pareto_E1_Q2_联合协调,3
37483,RegionF,RegionD,980.0,980.0,5468.902447999839,Pareto_E1_Q2_联合协调,3
33276,RegionF,RegionA,1221.0,1221.0,5466.115864799919,Pareto_E1_Q2_联合协调,3
2956,RegionE,RegionF,1918.0,1918.0,5459.877999999892,Pareto_E1_Q2_联合协调,3
6238,RegionF,RegionB,2161.0,2161.0,5441.576518400639,Pareto_E1_Q2_联合协调,3
4035,RegionE,RegionD,166.0,166.0,5438.567999999992,Pareto_E1_Q2_联合协调,3
31756,RegionF,RegionD,1535.0,1535.0,5436.894688799828,Pareto_E1_Q2_联合协调,3
40474,RegionF,RegionD,477.0,477.0,5423.781888000027,Pareto_E1_Q2_联合协调,3
37697,RegionE,RegionA,718.0,718.0,5415.771666666492,Pareto_E1_Q2_联合协调,3
43507,RegionE,RegionE,556.0,558.0,5414.404,Pareto_E1_Q2_联合协调,3
31704,RegionF,RegionD,938.0,938.0,5382.906175999894,Pareto_E1_Q2_联合协调,3
26489,RegionE,RegionD,1060.0,1060.0,5378.528,Pareto_E1_Q2_联合协调,3
12783,RegionF,RegionF,49.0,51.0,5377.162795733331,Pareto_E1_Q2_联合协调,3
30313,RegionE,RegionD,121.0,121.0,5373.76,Pareto_E1_Q2_联合协调,3
32728,RegionF,RegionE,65.0,65.0,5372.772253333335,Pareto_E1_Q2_联合协调,3
12587,RegionF,RegionA,1267.0,1267.0,5372.059021333521,Pareto_E1_Q2_联合协调,3
7649,RegionE,RegionD,2015.0,2015.0,5368.531933333466,Pareto_E1_Q2_联合协调,3
37566,RegionE,RegionB,2374.0,2374.0,5367.924,Pareto_E1_Q2_联合协调,3
33244,RegionF,RegionD,1098.0,1098.0,5365.88208,Pareto_E1_Q2_联合协调,3
21653,RegionF,RegionC,571.0,571.0,5364.084775999921,Pareto_E1_Q2_联合协调,3
10653,RegionE,RegionD,1823.0,1823.0,5355.817199999639,Pareto_E1_Q2_联合协调,3
31064,RegionE,RegionF,722.0,724.0,5352.72743333349,Pareto_E1_Q2_联合协调,3
21372,RegionE,RegionD,1274.0,1274.0,5337.457199999738,Pareto_E1_Q2_联合协调,3
4356,RegionF,RegionD,740.0,739.0,5330.949087466733,Pareto_E1_Q2_联合协调,3
41564,RegionF,RegionE,2057.0,2057.0,5326.159731199874,Pareto_E1_Q2_联合协调,3
39552,RegionF,RegionF,290.0,292.0,5323.644928000001,Pareto_E1_Q2_联合协调,3
35404,RegionE,RegionD,2372.0,2373.0,5321.246400000892,Pareto_E1_Q2_联合协调,3
6310,RegionF,RegionB,1250.0,1250.0,5318.875824000224,Pareto_E1_Q2_联合协调,3
28407,RegionF,RegionE,1220.0,1221.0,5318.157715200167,Pareto_E1_Q2_联合协调,3
16737,RegionF,RegionE,195.0,197.0,5311.862714666672,Pareto_E1_Q2_联合协调,3
8680,RegionE,RegionD,674.0,674.0,5303.1093666665,Pareto_E1_Q2_联合协调,3
40360,RegionE,RegionA,1822.0,1822.0,5300.716199999957,Pareto_E1_Q2_联合协调,3
38493,RegionE,RegionD,123.0,123.0,5296.992,Pareto_E1_Q2_联合协调,3
47284,RegionF,RegionE,74.0,74.0,5292.89264,Pareto_E1_Q2_联合协调,3
26429,RegionF,RegionD,1270.0,1270.0,5291.970518400058,Pareto_E1_Q2_联合协调,3
47705,RegionE,RegionF,2158.0,2164.0,5291.7162666666045,Pareto_E1_Q2_联合协调,3
32690,RegionF,RegionE,72.0,72.0,5291.50342933334,Pareto_E1_Q2_联合协调,3
28711,RegionE,RegionB,364.0,364.0,5289.768000000001,Pareto_E1_Q2_联合协调,3
21454,RegionF,RegionF,1059.0,1060.0,5289.042,Pareto_E1_Q2_联合协调,3
39829,RegionF,RegionB,695.0,681.0,5285.530026666593,Pareto_E1_Q2_联合协调,3
15749,RegionE,RegionB,2019.0,2019.0,5277.539866666832,Pareto_E1_Q2_联合协调,3
23200,RegionE,RegionF,2374.0,2374.0,5277.161999999782,Pareto_E1_Q2_联合协调,3
10704,RegionD,RegionF,2396.0,2382.0,5275.886984192652,Pareto_E1_Q2_联合协调,3
45814,RegionF,RegionD,740.0,739.0,5264.6153618665885,Pareto_E1_Q2_联合协调,3
16123,RegionF,RegionB,1676.0,1676.0,5262.170222400165,Pareto_E1_Q2_联合协调,3
42289,RegionF,RegionB,693.0,679.0,5254.649891999983,Pareto_E1_Q2_联合协调,3
43373,RegionF,RegionD,645.0,645.0,5252.988291733398,Pareto_E1_Q2_联合协调,3
4368,RegionE,RegionA,23.0,23.0,5246.832399999999,Pareto_E1_Q2_联合协调,3
19221,RegionF,RegionD,189.0,189.0,5245.4556000000175,Pareto_E1_Q2_联合协调,3
3298,RegionE,RegionF,953.0,953.0,5243.896000000084,Pareto_E1_Q2_联合协调,3
24833,RegionE,RegionF,1559.0,1559.0,5242.344000000001,Pareto_E1_Q2_联合协调,3
26801,RegionF,RegionE,2136.0,2136.0,5238.414720000001,Pareto_E1_Q2_联合协调,3
43988,RegionD,RegionB,140.0,140.0,46067.25427200005,Pareto_E2_Q2_联合协调,1
14195,RegionF,RegionD,1053.0,1053.0,43614.83529999967,Pareto_E2_Q2_联合协调,1
21427,RegionD,RegionF,1555.0,1567.0,42763.83989759957,Pareto_E2_Q2_联合协调,1
17757,RegionD,RegionD,1557.0,1546.0,39838.67904,Pareto_E2_Q2_联合协调,1
38801,RegionD,RegionD,1556.0,1563.0,39672.15943680049,Pareto_E2_Q2_联合协调,1
3364,RegionE,RegionD,356.0,357.0,39371.827844999374,Pareto_E2_Q2_联合协调,1
43177,RegionE,RegionD,380.0,381.0,39306.44710175738,Pareto_E2_Q2_联合协调,1
21764,RegionF,RegionA,572.0,572.0,39239.17650689971,Pareto_E2_Q2_联合协调,1
19721,RegionD,RegionE,142.0,142.0,38199.73836799996,Pareto_E2_Q2_联合协调,1
15957,RegionD,RegionE,140.0,142.0,37501.94380799997,Pareto_E2_Q2_联合协调,1
9472,RegionE,RegionC,404.0,404.0,37204.44000000008,Pareto_E2_Q2_联合协调,1
11121,RegionF,RegionB,1220.0,1220.0,37055.24618400042,Pareto_E2_Q2_联合协调,1
11092,RegionF,RegionB,2108.0,2108.0,36824.53710346681,Pareto_E2_Q2_联合协调,1
18472,RegionF,RegionD,645.0,645.0,36776.76886741286,Pareto_E2_Q2_联合协调,1
15461,RegionF,RegionE,1986.0,1998.0,36625.9530624001,Pareto_E2_Q2_联合协调,1
21799,RegionE,RegionD,979.0,992.0,36603.11760000026,Pareto_E2_Q2_联合协调,1
49662,RegionF,RegionB,2085.0,2085.0,36534.84495573232,Pareto_E2_Q2_联合协调,1
42229,RegionD,RegionF,1553.0,1546.0,36113.48787200071,Pareto_E2_Q2_联合协调,1
32868,RegionE,RegionF,886.0,894.0,36094.23509538675,Pareto_E2_Q2_联合协调,1
45470,RegionE,RegionA,1507.0,1507.0,36034.22500000021,Pareto_E2_Q2_联合协调,1
8357,RegionE,RegionB,499.0,499.0,35787.323208324575,Pareto_E2_Q2_联合协调,1
10517,RegionF,RegionC,1914.0,1914.0,35785.85476799971,Pareto_E2_Q2_联合协调,1
23951,RegionE,RegionD,236.0,237.0,35456.9610761707,Pareto_E2_Q2_联合协调,1
33203,RegionF,RegionD,1053.0,1053.0,35450.54916479988,Pareto_E2_Q2_联合协调,1
49688,RegionF,RegionB,575.0,575.0,35407.19139249948,Pareto_E2_Q2_联合协调,1
8771,RegionF,RegionD,1508.0,1509.0,35338.60953599978,Pareto_E2_Q2_联合协调,1
38820,RegionD,RegionD,307.0,293.0,35124.99606186658,Pareto_E2_Q2_联合协调,1
1255,RegionE,RegionC,1481.0,1481.0,34855.9040000002,Pareto_E2_Q2_联合协调,1
49456,RegionF,RegionD,1918.0,1918.0,34586.13748240007,Pareto_E2_Q2_联合协调,1
22959,RegionF,RegionD,572.0,573.0,34374.81578290388,Pareto_E2_Q2_联合协调,1
36220,RegionF,RegionF,1893.0,1901.0,34259.46056400039,Pareto_E2_Q2_联合协调,1
3296,RegionE,RegionF,2038.0,2046.0,34228.376090139776,Pareto_E2_Q2_联合协调,1
21510,RegionE,RegionD,884.0,885.0,34132.819098230706,Pareto_E2_Q2_联合协调,1
20011,RegionE,RegionD,2229.0,2229.0,34033.71388546741,Pareto_E2_Q2_联合协调,1
34905,RegionE,RegionD,189.0,195.0,33981.84719999997,Pareto_E2_Q2_联合协调,1
35349,RegionE,RegionB,453.0,453.0,33980.82548189009,Pareto_E2_Q2_联合协调,1
2119,RegionF,RegionD,1127.0,1127.0,33889.98678956088,Pareto_E2_Q2_联合协调,1
6637,RegionD,RegionF,956.0,946.0,33590.15680000009,Pareto_E2_Q2_联合协调,1
29637,RegionF,RegionD,1463.0,1468.0,33498.57447253381,Pareto_E2_Q2_联合协调,1
35314,RegionF,RegionF,1029.0,1038.0,33491.49613600045,Pareto_E2_Q2_联合协调,1
28964,RegionF,RegionF,191.0,198.0,33389.13637119994,Pareto_E2_Q2_联合协调,1
9407,RegionD,RegionD,524.0,510.0,33348.575232,Pareto_E2_Q2_联合协调,1
35883,RegionE,RegionD,1291.0,1293.0,33067.20360000039,Pareto_E2_Q2_联合协调,1
37979,RegionF,RegionA,2255.0,2255.0,32988.51253439922,Pareto_E2_Q2_联合协调,1
14217,RegionF,RegionB,2013.0,2013.0,32959.439457333414,Pareto_E2_Q2_联合协调,1
36483,RegionF,RegionD,597.0,597.0,32856.66147306659,Pareto_E2_Q2_联合协调,1
14272,RegionE,RegionD,235.0,237.0,32769.65904035148,Pareto_E2_Q2_联合协调,1
12236,RegionD,RegionE,143.0,143.0,32652.979541333312,Pareto_E2_Q2_联合协调,1
22816,RegionF,RegionB,2059.0,2057.0,32503.49160959956,Pareto_E2_Q2_联合协调,1
7800,RegionF,RegionD,2107.0,2109.0,32382.25761280081,Pareto_E2_Q2_联合协调,1
24837,RegionF,RegionD,261.0,261.0,32253.62868684687,Pareto_E2_Q2_联合协调,1
14560,RegionD,RegionF,307.0,294.0,32225.89330773329,Pareto_E2_Q2_联合协调,1
8179,RegionF,RegionA,260.0,260.0,32044.957499999902,Pareto_E2_Q2_联合协调,1
15886,RegionF,RegionD,2277.0,2277.0,32027.37287680044,Pareto_E2_Q2_联合协调,1
16046,RegionD,RegionD,907.0,896.0,32023.216128,Pareto_E2_Q2_联合协调,1
34068,RegionE,RegionD,1245.0,1246.0,32016.74576666693,Pareto_E2_Q2_联合协调,1
15831,RegionD,RegionF,1557.0,1567.0,31957.38603520015,Pareto_E2_Q2_联合协调,1
15105,RegionF,RegionF,1148.0,1157.0,31952.792787200447,Pareto_E2_Q2_联合协调,1
26899,RegionF,RegionD,476.0,477.0,31942.32879999998,Pareto_E2_Q2_联合协调,1
49870,RegionE,RegionF,2300.0,2310.0,31936.769089282345,Pareto_E2_Q2_联合协调,1
255,RegionE,RegionD,523.0,530.0,31752.94583912594,Pareto_E2_Q2_联合协调,1
5481,RegionF,RegionF,671.0,677.0,31751.999488,Pareto_E2_Q2_联合协调,1
16113,RegionF,RegionE,2132.0,2134.0,31720.75545600039,Pareto_E2_Q2_联合协调,1
36680,RegionD,RegionF,2400.0,2387.0,31543.535957332217,Pareto_E2_Q2_联合协调,1
11067,RegionD,RegionD,189.0,178.0,31519.41358933328,Pareto_E2_Q2_联合协调,1
32106,RegionF,RegionF,572.0,581.0,31488.797608774315,Pareto_E2_Q2_联合协调,1
6007,RegionE,RegionF,813.0,824.0,31403.93760000012,Pareto_E2_Q2_联合协调,1
23843,RegionF,RegionC,309.0,299.0,31331.916,Pareto_E2_Q2_联合协调,1
10857,RegionE,RegionF,283.0,293.0,31279.817300265902,Pareto_E2_Q2_联合协调,1
40247,RegionE,RegionF,115.0,128.0,31200.03920000003,Pareto_E2_Q2_联合协调,1
43679,RegionF,RegionF,1151.0,1157.0,31183.16344,Pareto_E2_Q2_联合协调,1
2140,RegionF,RegionD,573.0,573.0,31103.196872502,Pareto_E2_Q2_联合协调,1
6852,RegionE,RegionC,2105.0,2100.0,30993.075000000503,Pareto_E2_Q2_联合协调,1
43675,RegionE,RegionD,405.0,405.0,30960.89879999988,Pareto_E2_Q2_联合协调,1
10991,RegionD,RegionF,977.0,969.0,30937.33649066663,Pareto_E2_Q2_联合协调,1
30443,RegionD,RegionD,1557.0,1544.0,30874.976256,Pareto_E2_Q2_联合协调,1
10783,RegionE,RegionF,1028.0,1038.0,30859.426841831697,Pareto_E2_Q2_联合协调,1
40708,RegionD,RegionB,308.0,293.0,30722.39063039996,Pareto_E2_Q2_联合协调,1
15316,RegionE,RegionA,882.0,882.0,30688.16160000015,Pareto_E2_Q2_联合协调,1
14603,RegionF,RegionD,1246.0,1246.0,30543.84340799964,Pareto_E2_Q2_联合协调,1
39076,RegionF,RegionD,574.0,574.0,30468.768751167343,Pareto_E2_Q2_联合协调,1
38339,RegionF,RegionF,1078.0,1084.0,30417.562736,Pareto_E2_Q2_联合协调,1
7410,RegionE,RegionC,1675.0,1674.0,30369.550000000003,Pareto_E2_Q2_联合协调,1
30590,RegionF,RegionD,1461.0,1468.0,30301.68874879959,Pareto_E2_Q2_联合协调,1
23446,RegionF,RegionD,2110.0,2110.0,30283.26799146616,Pareto_E2_Q2_联合协调,1
35108,RegionF,RegionD,1987.0,1989.0,30280.468606666163,Pareto_E2_Q2_联合协调,1
30020,RegionF,RegionD,1457.0,1468.0,30234.542697333145,Pareto_E2_Q2_联合协调,1
32883,RegionF,RegionC,2081.0,2081.0,30113.006440533703,Pareto_E2_Q2_联合协调,1
8324,RegionE,RegionC,43.0,43.0,30103.866666666665,Pareto_E2_Q2_联合协调,1
36814,RegionE,RegionD,383.0,383.0,30060.86407214714,Pareto_E2_Q2_联合协调,1
33725,RegionF,RegionD,719.0,719.0,30044.847200000004,Pareto_E2_Q2_联合协调,1
29968,RegionF,RegionF,1891.0,1901.0,29968.353576000223,Pareto_E2_Q2_联合协调,1
8836,RegionE,RegionD,163.0,165.0,29943.831400000065,Pareto_E2_Q2_联合协调,1
38348,RegionF,RegionD,476.0,477.0,29898.019756799986,Pareto_E2_Q2_联合协调,1
14419,RegionD,RegionD,2399.0,2379.0,29891.97175466696,Pareto_E2_Q2_联合协调,1
5975,RegionF,RegionA,1991.0,1991.0,29865.066000000374,Pareto_E2_Q2_联合协调,1
28493,RegionD,RegionF,308.0,293.0,29811.0716586666,Pareto_E2_Q2_联合协调,1
39417,RegionE,RegionD,260.0,261.0,29790.13856024978,Pareto_E2_Q2_联合协调,1
38057,RegionD,RegionD,312.0,318.0,29684.293632000063,Pareto_E2_Q2_联合协调,1
42943,RegionF,RegionF,1390.0,1398.0,29623.980667389227,Pareto_E2_Q2_联合协调,1
3491,RegionD,RegionD,977.0,969.0,29619.896320000087,Pareto_E2_Q2_联合协调,1
10253,RegionF,RegionD,1867.0,1869.0,29581.95130079988,Pareto_E2_Q2_联合协调,1
20106,RegionE,RegionD,1631.0,1631.0,29558.076610128803,Pareto_E2_Q2_联合协调,1
4588,RegionE,RegionD,21.0,21.0,29494.28117224892,Pareto_E2_Q2_联合协调,1
10643,RegionD,RegionE,524.0,514.0,29440.782336000226,Pareto_E2_Q2_联合协调,1
42049,RegionE,RegionF,429.0,440.0,29422.95033333337,Pareto_E2_Q2_联合协调,1
24874,RegionE,RegionC,1290.0,1288.0,29355.72133333265,Pareto_E2_Q2_联合协调,1
33994,RegionE,RegionF,1726.0,1735.0,29339.63689999972,Pareto_E2_Q2_联合协调,1
10809,RegionE,RegionD,1580.0,1581.0,29163.956339588884,Pareto_E2_Q2_联合协调,1
9914,RegionF,RegionD,166.0,166.0,29077.66152959997,Pareto_E2_Q2_联合协调,1
22744,RegionE,RegionD,523.0,530.0,29053.398468955955,Pareto_E2_Q2_联合协调,1
19890,RegionE,RegionD,1484.0,1486.0,28995.499307295013,Pareto_E2_Q2_联合协调,1
19671,RegionE,RegionF,382.0,391.0,28969.431389871606,Pareto_E2_Q2_联合协调,1
31353,RegionF,RegionD,935.0,935.0,28851.3012,Pareto_E2_Q2_联合协调,1
12846,RegionF,RegionD,1532.0,1534.0,28773.207782399648,Pareto_E2_Q2_联合协调,1
49249,RegionE,RegionC,1559.0,1559.0,28720.944,Pareto_E2_Q2_联合协调,1
12393,RegionE,RegionD,455.0,455.0,28706.55733708964,Pareto_E2_Q2_联合协调,1
7788,RegionD,RegionF,139.0,147.0,28702.362624000067,Pareto_E2_Q2_联合协调,1
43499,RegionF,RegionF,767.0,776.0,28695.9348863998,Pareto_E2_Q2_联合协调,1
37016,RegionD,RegionD,307.0,294.0,28618.07984640012,Pareto_E2_Q2_联合协调,1
4653,RegionE,RegionD,187.0,195.0,28522.565999999977,Pareto_E2_Q2_联合协调,1
25641,RegionE,RegionB,885.0,885.0,28493.76108144285,Pareto_E2_Q2_联合协调,1
5895,RegionF,RegionC,141.0,134.0,28467.805429866687,Pareto_E2_Q2_联合协调,1
37531,RegionF,RegionD,740.0,742.0,28462.16114346674,Pareto_E2_Q2_联合协调,1
3490,RegionF,RegionD,2040.0,2040.0,28451.06100479969,Pareto_E2_Q2_联合协调,1
25364,RegionE,RegionF,188.0,198.0,28359.752333333345,Pareto_E2_Q2_联合协调,1
42651,RegionE,RegionB,2083.0,2083.0,28356.89200000065,Pareto_E2_Q2_联合协调,1
45878,RegionF,RegionC,258.0,258.0,28224.27273600011,Pareto_E2_Q2_联合协调,1
22175,RegionE,RegionE,2399.0,2383.0,28193.297066667583,Pareto_E2_Q2_联合协调,1
2047,RegionE,RegionD,1627.0,1629.0,28147.225287825582,Pareto_E2_Q2_联合协调,1
9437,RegionF,RegionD,597.0,597.0,28121.5578453332,Pareto_E2_Q2_联合协调,1
45113,RegionF,RegionD,1943.0,1943.0,28120.824970667032,Pareto_E2_Q2_联合协调,1
37710,RegionE,RegionA,2063.0,2063.0,28081.146,Pareto_E2_Q2_联合协调,1
14477,RegionE,RegionC,383.0,383.0,28018.93838709678,Pareto_E2_Q2_联合协调,1
18891,RegionF,RegionB,69.0,69.0,28000.01959040001,Pareto_E2_Q2_联合协调,1
26431,RegionF,RegionD,1917.0,1917.0,27885.322266666302,Pareto_E2_Q2_联合协调,1
11695,RegionF,RegionA,1869.0,1868.0,27862.91987306637,Pareto_E2_Q2_联合协调,1
32585,RegionE,RegionF,1124.0,1133.0,27804.371199999496,Pareto_E2_Q2_联合协调,1
1697,RegionE,RegionD,1822.0,1822.0,27794.844,Pareto_E2_Q2_联合协调,1
6708,RegionE,RegionD,933.0,933.0,27781.521939646234,Pareto_E2_Q2_联合协调,1
7652,RegionE,RegionD,309.0,318.0,27778.75951037105,Pareto_E2_Q2_联合协调,1
6380,RegionD,RegionD,505.0,510.0,27734.507520000003,Pareto_E2_Q2_联合协调,1
20535,RegionE,RegionF,2352.0,2356.0,27648.96,Pareto_E2_Q2_联合协调,1
9334,RegionE,RegionB,477.0,477.0,27634.402999999995,Pareto_E2_Q2_联合协调,1
34977,RegionE,RegionD,1676.0,1677.0,27594.91350000017,Pareto_E2_Q2_联合协调,1
39477,RegionE,RegionD,2157.0,2157.0,27536.63508141965,Pareto_E2_Q2_联合协调,1
44262,RegionE,RegionD,1273.0,1273.0,27495.96745473465,Pareto_E2_Q2_联合协调,1
12695,RegionE,RegionD,1725.0,1725.0,27474.382399999504,Pareto_E2_Q2_联合协调,1
35393,RegionE,RegionD,1868.0,1869.0,27457.56679999975,Pareto_E2_Q2_联合协调,1
48697,RegionF,RegionD,1223.0,1223.0,27399.38182800017,Pareto_E2_Q2_联合协调,1
12852,RegionD,RegionD,188.0,195.0,27392.34515626661,Pareto_E2_Q2_联合协调,1
35839,RegionF,RegionD,1368.0,1368.0,27367.577472,Pareto_E2_Q2_联合协调,1
